category_id	field_id
1014	25420
1014	25421
1014	25422
1014	25423
1014	25424
1014	25425
1014	25426
1014	25427
1014	25428
1014	25429
1014	25430
1014	25431
1014	25432
1014	25433
1014	25434
1014	25435
1014	25436
1014	25437
1014	25438
1014	25439
1014	25440
1014	25441
1014	25442
1014	25443
1014	25444
1014	25445
1014	25446
1014	25447
1014	25448
1014	25449
1014	25450
1014	25451
1014	25452
1014	25453
1014	25454
1014	25455
1014	25456
1014	25457
1014	25458
1014	25459
1014	25460
1014	25461
1014	25462
1014	25463
1014	25464
1014	25465
1014	25466
1014	25467
1014	25468
1014	25469
1014	25470
1014	25471
1014	25472
1014	25473
1014	25474
1014	25475
1014	25476
1014	25477
1014	25478
1014	25479
1014	25480
1014	25481
1014	25482
1014	25483
1014	25484
1014	25485
1014	25486
1014	25487
1014	25488
1014	25489
1014	25490
1014	25491
1014	25492
1014	25493
1014	25494
1014	25495
1014	25496
1014	25497
1014	25498
1014	25499
1014	25500
1014	25501
1014	25502
1014	25503
1014	25504
1014	25505
1014	25506
1014	25507
1014	25508
1014	25509
1014	25510
1014	25511
1014	25512
1014	25513
1014	25514
1014	25515
1014	25516
1014	25517
1014	25518
1014	25519
1014	25520
1014	25521
1014	25522
1014	25523
1014	25524
1014	25525
1014	25526
1014	25527
1014	25528
1014	25529
1014	25530
1014	25531
1014	25532
1014	25533
1014	25534
1014	25535
1014	25536
1014	25537
1014	25538
1014	25539
1014	25540
1014	25541
1014	25542
1014	25543
1014	25544
1014	25545
1014	25546
1014	25547
1014	25548
1014	25549
1014	25550
1014	25551
1014	25552
1014	25553
1014	25554
1014	25555
1014	25556
1014	25557
1014	25558
1014	25559
1014	25560
1014	25561
1014	25562
1014	25563
1014	25564
1014	25565
1014	25566
1014	25567
1014	25568
1014	25569
1014	25570
1014	25571
1014	25572
1014	25573
1014	25574
1014	25575
1014	25576
1014	25577
1014	25578
1014	25579
1014	25580
1014	25581
1014	25582
1014	25583
1014	25584
1014	25585
1014	25586
1014	25587
1014	25588
1014	25589
1014	25590
1014	25591
1014	25592
1014	25593
1014	25594
1014	25595
1014	25596
1014	25597
1014	25598
1014	25599
1014	25600
1014	25601
1014	25602
1014	25603
1014	25604
1014	25605
1014	25606
1014	25607
1014	25608
1014	25609
1014	25610
1014	25611
1014	25612
1014	25613
1014	25614
1014	25615
1014	25616
1014	25617
1014	25618
1014	25619
1014	25620
1014	25621
1014	25622
1014	25623
1014	25624
1014	25625
1014	25626
1014	25627
1014	25628
1014	25629
1014	25630
1014	25631
1014	25632
1014	25633
1014	25634
1014	25635
1014	25636
1014	25637
1014	25638
1014	25639
1014	25640
1014	25641
1014	25642
1014	25643
1014	25644
1014	25645
1014	25646
1014	25647
1014	25648
1014	25649
1014	25650
1014	25651
1014	25652
1014	25653
1014	25654
1014	25655
1014	25656
1014	25657
1014	25658
1014	25659
1014	25660
1014	25661
1014	25662
1014	25663
1014	25664
1014	25665
1014	25666
1014	25667
1014	25668
1014	25669
1014	25670
1014	25671
1014	25672
1014	25673
1014	25674
1014	25675
1014	25676
1014	25677
1014	25678
1014	25679
1014	25680
1014	25681
1014	25682
1014	25683
1014	25684
1014	25685
1014	25686
1014	25687
1014	25688
1014	25689
1014	25690
1014	25691
1014	25692
1014	25693
1014	25694
1014	25695
1014	25696
1014	25697
1014	25698
1014	25699
1014	25700
1014	25701
1014	25702
1014	25703
1014	25704
1014	25705
1014	25706
1014	25707
1014	25708
1014	25709
1014	25710
1014	25711
1014	25712
1014	25713
1014	25714
1014	25715
1014	25716
1014	25717
1014	25718
1014	25719
1014	25720
1014	25721
1014	25722
1014	25723
1014	25724
1014	25725
1014	25726
1014	25727
1014	25728
1014	25729
1014	25730
1014	25731
1014	25732
1014	25733
1014	25734
1014	25735
1014	25736
1014	25737
1014	25738
1014	25739
1014	25740
1014	25741
1014	25742
1014	25743
1014	25744
1014	25745
1014	25746
1014	25747
1014	25748
1014	25749
1014	25750
1014	25751
1014	25752
1014	25753
1014	25754
1014	25755
1014	25756
1014	25757
1014	25758
1014	25759
1014	25761
1014	25762
1014	25763
1014	25764
1014	25765
1014	25766
1014	25767
1014	25768
1014	25780
1014	25781
1014	25782
1014	25783
1014	25784
1014	25785
1014	25786
1014	25787
1014	25788
1014	25789
1014	25790
1014	25791
1014	25792
1014	25793
1014	25794
1014	25795
1014	25796
1014	25797
1014	25798
1014	25799
1014	25800
1014	25801
1014	25802
1014	25803
1014	25804
1014	25805
1014	25806
1014	25807
1014	25808
1014	25809
1014	25810
1014	25811
1014	25812
1014	25813
1014	25814
1014	25815
1014	25816
1014	25817
1014	25818
1014	25819
1014	25820
1014	25821
1014	25822
1014	25823
1014	25824
1014	25825
1014	25826
1014	25827
1014	25828
1014	25829
1014	25830
1014	25831
1014	25832
1014	25833
1014	25834
1014	25835
1014	25836
1014	25837
1014	25838
1014	25839
1014	25840
1014	25841
1014	25842
1014	25843
1014	25844
1014	25845
1014	25846
1014	25847
1014	25848
1014	25849
1014	25850
1014	25851
1014	25852
1014	25853
1014	25854
1014	25855
1014	25856
1014	25857
1014	25858
1014	25859
1014	25860
1014	25861
1014	25862
1014	25863
1014	25864
1014	25865
1014	25866
1014	25867
1014	25868
1014	25869
1014	25870
1014	25871
1014	25872
1014	25873
1014	25874
1014	25875
1014	25876
1014	25877
1014	25878
1014	25879
1014	25880
1014	25881
1014	25882
1014	25883
1014	25884
1014	25885
1014	25886
1014	25887
1014	25888
1014	25889
1014	25890
1014	25891
1014	25892
1014	25893
1014	25894
1014	25895
1014	25896
1014	25897
1014	25898
1014	25899
1014	25900
1014	25901
1014	25902
1014	25903
1014	25904
1014	25905
1014	25906
1014	25907
1014	25908
1014	25909
1014	25910
1014	25911
1014	25912
1014	25913
1014	25914
1014	25915
1014	25916
1014	25917
1014	25918
1014	25919
1014	25920
1015	12624
1015	12671
1015	12673
1015	12674
1015	12675
1015	12676
1015	12677
1015	12678
1015	12679
1015	12680
1015	12681
1015	12682
1015	12683
1015	12684
1015	12685
1015	12686
1015	12687
1015	12695
1015	12697
1015	12698
1015	12699
1015	12700
1015	12702
1015	20207
1015	20208
1015	20209
1015	20210
1015	20211
1015	20212
1015	20213
1015	20214
1015	22420
1015	22421
1015	22422
1015	22423
1015	22424
1015	22425
1015	22426
1015	22427
1016	12140
1016	12223
1016	12224
1016	12623
1016	12664
1016	12848
1016	20201
1016	20202
1016	20203
1016	20204
1016	20206
1016	20259
1016	20260
1016	22403
1016	22404
1016	22405
1016	22406
1016	22407
1016	22408
1016	22409
1016	22410
1016	22411
1016	22412
1016	22413
1016	22414
1017	22000
1017	22001
1017	22002
1017	22003
1017	22004
1017	22005
1017	22006
1017	22007
1017	22008
1017	22009
1017	22010
1017	22011
1017	22012
1017	22013
1017	22018
1017	22019
1017	22020
1017	22021
1017	22022
1017	22023
1017	22024
1017	22025
1017	22026
1017	22027
1017	22028
1017	22029
1017	22030
1017	22051
1017	22052
1017	22100
1017	22101
1017	22102
1017	22103
1017	22104
1017	22105
1017	22106
1017	22107
1017	22108
1017	22109
1017	22110
1017	22111
1017	22112
1017	22113
1017	22114
1017	22115
1017	22116
1017	22117
1017	22118
1017	22119
1017	22120
1017	22121
1017	22122
1017	22123
1017	22124
1017	22125
1017	22182
1017	22801
1017	22802
1017	22803
1017	22804
1017	22805
1017	22806
1017	22807
1017	22808
1017	22809
1017	22810
1017	22811
1017	22812
1017	22813
1017	22814
1017	22815
1017	22816
1017	22817
1017	22818
1017	22819
1017	22820
1017	22821
1017	22822
1018	1920
1018	1930
1018	1940
1018	1950
1018	1960
1018	1970
1018	1980
1018	1990
1018	2000
1018	2010
1018	2020
1018	2030
1018	2040
1018	2050
1018	2060
1018	2070
1018	2080
1018	2090
1018	2100
1018	4526
1018	4537
1018	4548
1018	4559
1018	4570
1018	4581
1018	4598
1018	4609
1018	4620
1018	4631
1018	4642
1018	4653
1018	5375
1018	5386
1018	5663
1018	5674
1018	6145
1018	6156
1018	10721
1018	20122
1018	20123
1018	20124
1018	20125
1018	20126
1018	20127
1018	20400
1018	20401
1018	20403
1018	20404
1018	20405
1018	20406
1018	20407
1018	20408
1018	20409
1018	20410
1018	20411
1018	20412
1018	20413
1018	20414
1018	20415
1018	20416
1018	20417
1018	20418
1018	20419
1018	20420
1018	20421
1018	20422
1018	20423
1018	20425
1018	20426
1018	20427
1018	20428
1018	20429
1018	20431
1018	20432
1018	20433
1018	20434
1018	20435
1018	20436
1018	20437
1018	20438
1018	20439
1018	20440
1018	20441
1018	20442
1018	20445
1018	20446
1018	20447
1018	20448
1018	20449
1018	20450
1018	20453
1018	20454
1018	20455
1018	20456
1018	20457
1018	20458
1018	20459
1018	20460
1018	20461
1018	20462
1018	20463
1018	20465
1018	20466
1018	20467
1018	20468
1018	20470
1018	20471
1018	20473
1018	20474
1018	20476
1018	20477
1018	20479
1018	20480
1018	20481
1018	20482
1018	20483
1018	20484
1018	20485
1018	20486
1018	20487
1018	20488
1018	20489
1018	20490
1018	20491
1018	20492
1018	20493
1018	20494
1018	20495
1018	20496
1018	20497
1018	20498
1018	20499
1018	20500
1018	20501
1018	20502
1018	20503
1018	20504
1018	20505
1018	20506
1018	20507
1018	20508
1018	20509
1018	20510
1018	20511
1018	20512
1018	20513
1018	20514
1018	20515
1018	20516
1018	20517
1018	20518
1018	20519
1018	20520
1018	20521
1018	20522
1018	20523
1018	20524
1018	20525
1018	20526
1018	20527
1018	20528
1018	20529
1018	20530
1018	20531
1018	20532
1018	20533
1018	20534
1018	20535
1018	20536
1018	20537
1018	20538
1018	20539
1018	20540
1018	20541
1018	20542
1018	20543
1018	20544
1018	20546
1018	20547
1018	20548
1018	20549
1018	20550
1018	20551
1018	20552
1018	20553
1018	20554
1019	40000
1019	40001
1019	40002
1019	40005
1019	40006
1019	40007
1019	40008
1019	40009
1019	40010
1019	40011
1019	40012
1019	40013
1019	40018
1019	40019
1019	40020
1019	40021
1019	40022
1019	41066
1019	41067
1019	41068
1019	41069
1019	41070
1019	41071
1019	41072
1019	41073
1019	41074
1019	41075
1019	41076
1019	41078
1019	41079
1019	41080
1019	41082
1019	41083
1019	41084
1019	41085
1019	41086
1019	41087
1019	41088
1019	41089
1019	41090
1019	41091
1019	41092
1019	41093
1019	41094
1019	41095
1019	41096
1019	41097
1019	41098
1019	41099
1019	41100
1019	41101
1019	41102
1019	41103
1019	41104
1019	41105
1019	41106
1019	41107
1019	41108
1019	41109
1019	41110
1019	41111
1019	41112
1019	41113
1019	41114
1019	41115
1019	41116
1019	41117
1019	41118
1019	41119
1019	41120
1019	41121
1019	41122
1019	41123
1019	41124
1019	41125
1019	41132
1019	41142
1019	41143
1019	41144
1019	41146
1019	41148
1019	41200
1019	41201
1019	41202
1019	41203
1019	41204
1019	41205
1019	41206
1019	41207
1019	41208
1019	41209
1019	41210
1019	41211
1019	41212
1019	41213
1019	41214
1019	41215
1019	41216
1019	41217
1019	41218
1019	41219
1019	41220
1019	41221
1019	41222
1019	41223
1019	41224
1019	41225
1019	41226
1019	41227
1019	41228
1019	41229
1019	41230
1019	41231
1019	41232
1019	41233
1019	41235
1019	41236
1019	41237
1019	41238
1019	41239
1019	41240
1019	41241
1019	41242
1019	41243
1019	41244
1019	41245
1019	41246
1019	41247
1019	41248
1019	41249
1019	41250
1019	41251
1019	41252
1019	41253
1019	42000
1019	42001
1019	42002
1019	42003
1019	42004
1019	42005
1019	42006
1019	42007
1019	42008
1019	42009
1019	42010
1019	42011
1019	42012
1019	42013
100113	54
100113	129
100113	130
100113	20033
100113	20034
100113	20074
100113	20075
100113	20118
100113	22700
100113	22701
100113	22702
100113	22703
100113	22704
