subset,sample_size,cca_type,i_bootstrap_repetition,corr_learn,corr_val
all,50,repeated_cv,81,0.0921175673766669,-0.1312558665838848
all,50,repeated_cv,50,0.2379702444612017,-0.5843981387752306
all,50,repeated_cv,86,0.1178430761619346,-0.1041677471251592
all,50,repeated_cv,57,0.1611486119861721,-0.0406668598075072
all,50,repeated_cv,88,0.0192593400013796,0.3419090071000987
all,50,repeated_cv,59,0.053997179053627,-0.0264373109441957
all,50,repeated_cv,25,0.2246638482033351,0.0122497354914759
all,50,repeated_cv,22,0.1592611974701423,0.4007330397960289
all,50,repeated_cv,17,0.0277277969872338,-0.3473096468799977
all,50,repeated_cv,10,0.223798100981015,-0.4956520653004319
all,50,repeated_cv,62,0.0054779051458679,0.185952034441037
all,50,repeated_cv,19,0.1010308830039177,-0.0384755190561499
all,50,repeated_cv,65,0.2516394571771218,0.1808676376010172
all,50,repeated_cv,74,0.244231919504569,-0.119306580433188
all,50,repeated_cv,73,0.0490152739168283,-0.1396937428682287
all,50,repeated_cv,33,0.1429804612482662,0.1071979686454267
all,50,repeated_cv,8,0.2582998457529817,-0.2662049032420039
all,50,repeated_cv,48,0.2814872019255052,0.3364669252506369
all,50,repeated_cv,99,0.3792522890689196,0.2028418784623182
all,50,repeated_cv,34,0.346750664022561,-0.0521337881426413
all,50,repeated_cv,46,0.1697017611628326,-0.0123331136152122
all,50,repeated_cv,97,0.4873880370475774,0.2799018813888229
all,50,repeated_cv,1,0.0784941375516776,-0.0161246808423448
all,50,repeated_cv,6,0.4472330752837126,0.2083383572630395
all,50,repeated_cv,41,0.0228589752956882,-0.2804267014048096
all,50,repeated_cv,90,0.2011689199257706,-0.3724935349501468
all,50,repeated_cv,18,0.1511871248656981,-0.0076058266506715
all,50,repeated_cv,64,0.2021588995547241,-0.0017849131052027
all,50,repeated_cv,63,0.1433405317725379,0.0475018546954234
all,50,repeated_cv,11,0.1304045982833021,0.3476318055590179
all,50,repeated_cv,16,0.007705507396889,-0.2295464293175204
all,50,repeated_cv,23,0.074920423312867,0.1936966894632183
all,50,repeated_cv,89,0.4457948004657641,0.1480986043300411
all,50,repeated_cv,58,0.0983563897759784,-0.1491483696715475
all,50,repeated_cv,24,0.0605413938408299,0.2636979403016553
all,50,repeated_cv,87,0.0899979100392966,0.0593579505671424
all,50,repeated_cv,56,0.0685495025043334,0.0697354896628824
all,50,repeated_cv,80,0.1765735087834123,-0.0107188472290462
all,50,repeated_cv,51,0.0372876927002414,0.1200438308166231
all,50,repeated_cv,7,0.2897501048052358,0.007041901832028
all,50,repeated_cv,40,0.0933657272328645,-0.4051829384651473
all,50,repeated_cv,91,0.18117516289669,0.095239279293078
all,50,repeated_cv,47,0.2419510985095796,0.203985353419275
all,50,repeated_cv,96,0.1730655632189781,0.1263041030775658
all,50,repeated_cv,49,0.3115037344459621,0.0394270079223888
all,50,repeated_cv,98,0.1171135094250985,0.4115356910724892
all,50,repeated_cv,35,0.1584996550362893,0.2494577412924177
all,50,repeated_cv,32,0.0944862625592835,0.0363427140763035
all,50,repeated_cv,9,0.4558304660479628,0.1771124061015858
all,50,repeated_cv,72,0.0957888500699919,0.0368252864953237
all,50,repeated_cv,75,0.0133785262021585,0.2758982268200005
all,50,repeated_cv,44,0.0534425757121901,-0.3362050032876303
all,50,repeated_cv,95,0.1028862075868919,-0.1751996885381361
all,50,repeated_cv,38,0.0274638824697308,-0.1154300232169074
all,50,repeated_cv,3,0.0717279192653084,-0.3509377522974448
all,50,repeated_cv,4,0.0594118932817386,-0.0865203272587893
all,50,repeated_cv,43,0.2815493145044749,-0.1811759039481718
all,50,repeated_cv,92,0.1110973951457046,0.2226577969626186
all,50,repeated_cv,31,0.2629281190581949,0.297859266208301
all,50,repeated_cv,36,0.092037123272733,0.2421950967289659
all,50,repeated_cv,78,0.2332679251190721,0.0171856390199329
all,50,repeated_cv,76,0.3746673205410935,-0.1593537191601866
all,50,repeated_cv,71,0.137305289540891,-0.1271514559039566
all,50,repeated_cv,100,0.2034954497295,-0.0707965265887821
all,50,repeated_cv,60,0.0578114150596117,0.220040428151941
all,50,repeated_cv,67,0.1932146870965527,0.5869362070301927
all,50,repeated_cv,15,0.1577636639975821,-0.2105944133246665
all,50,repeated_cv,69,0.0962600911317993,0.1730217169214584
all,50,repeated_cv,12,0.2447243282145769,0.1382729267754734
all,50,repeated_cv,27,0.1454402933768985,-0.5760740702236777
all,50,repeated_cv,20,0.0113540853058338,0.1098362054429067
all,50,repeated_cv,83,0.2679482210514726,0.1951383587936155
all,50,repeated_cv,52,0.3507195777385501,0.2289255341427301
all,50,repeated_cv,84,0.134590205746199,0.0766966174736383
all,50,repeated_cv,55,0.1134969392108755,0.1287725517297193
all,50,repeated_cv,29,0.045583445676397,0.3991828843106231
all,50,repeated_cv,70,0.045924797373107,-0.0361762955542392
all,50,repeated_cv,77,0.1106118879489543,-0.0033787913191456
all,50,repeated_cv,79,0.3173948042559831,0.1060769937923813
all,50,repeated_cv,37,0.2143463105790225,-0.0003908218157733
all,50,repeated_cv,30,0.11211227498956,-0.3394861932365338
all,50,repeated_cv,5,0.033178471178739,-0.3010806783589819
all,50,repeated_cv,42,0.0421621076161593,-0.0380894005083255
all,50,repeated_cv,93,0.0644487766344473,0.1043672161294736
all,50,repeated_cv,45,0.0616038619619656,-0.0301660410467706
all,50,repeated_cv,94,0.0492423749015814,0.2124754143568435
all,50,repeated_cv,39,0.1636584544758119,0.0943654301611851
