subset,sample_size,cca_type,i_bootstrap_repetition,corr_learn,corr_val
all,50,repeated_cv,29,0.1381273449219588,0.2048583475765494
all,50,repeated_cv,55,0.1156717638461759,-0.0656029729678302
all,50,repeated_cv,84,0.2607310961630569,0.0251390526942509
all,50,repeated_cv,52,0.2203169640974343,-0.2768303854864766
all,50,repeated_cv,83,0.0540390993162291,-0.0106542984742579
all,50,repeated_cv,20,0.2924371485035747,-0.0714642668453151
all,50,repeated_cv,27,0.0566066572206538,0.5138513377058134
all,50,repeated_cv,12,0.1384322789276728,0.169857946393833
all,50,repeated_cv,9,0.681571755804881,0.1273878734819729
all,50,repeated_cv,69,0.0106581088343917,-0.1813575197931547
all,50,repeated_cv,15,0.1068840246493099,0.1462796680141784
all,50,repeated_cv,67,0.1010807290628673,-0.3906187721233982
all,50,repeated_cv,60,0.4313157249401302,0.2977386571338656
all,50,repeated_cv,7,0.0065638790163244,0.0276595278832261
all,50,repeated_cv,71,0.3573037173746476,-0.1830781701717283
all,50,repeated_cv,100,0.0485055581228246,-0.0013916625523757
all,50,repeated_cv,76,0.1830739240707948,-0.2513090933734831
all,50,repeated_cv,78,0.0884399062714362,0.1325808354490338
all,50,repeated_cv,36,0.0706287140211934,-0.1620763234898334
all,50,repeated_cv,31,0.1950786853338689,0.3563199625109929
all,50,repeated_cv,92,0.0214872412057911,-0.0739580123111833
all,50,repeated_cv,43,0.2768810851401886,-0.1083191770898531
all,50,repeated_cv,38,0.0035311713677126,-0.4015832037716826
all,50,repeated_cv,95,0.2824146233492253,0.1056503783096165
all,50,repeated_cv,44,0.2030728572804911,0.2361973873977174
all,50,repeated_cv,61,0.4179449288658738,0.1826871751275398
all,50,repeated_cv,6,0.1552952577437725,0.134384365381219
all,50,repeated_cv,66,0.1640053384438933,0.2545060035674513
all,50,repeated_cv,1,0.3223092697072458,0.3444991304729186
all,50,repeated_cv,68,0.0935634998037464,0.1270907965563836
all,50,repeated_cv,14,0.1331060692607921,-0.2314505395451117
all,50,repeated_cv,13,0.041442922676093,-0.2764982783463502
all,50,repeated_cv,8,0.2910274512449569,0.1133798905675498
all,50,repeated_cv,26,0.254046960218766,-0.1502108320563187
all,50,repeated_cv,21,0.1918849670368132,-0.1409674998903678
all,50,repeated_cv,53,0.4747498259854705,0.0349243328252844
all,50,repeated_cv,82,0.4160942411628821,0.0366908386073264
all,50,repeated_cv,28,0.1097790259249498,0.0501684032543285
all,50,repeated_cv,54,0.0307314941846659,0.0622055228477658
all,50,repeated_cv,85,0.2096504592227766,0.3549744074811172
all,50,repeated_cv,39,0.0707518640897366,0.2130223739553214
all,50,repeated_cv,94,0.0175658808666212,0.2844303051434822
all,50,repeated_cv,45,0.0215933757746786,0.1561599912644709
all,50,repeated_cv,93,0.2002326748163436,0.2442617790591188
all,50,repeated_cv,42,0.4606025343700888,0.161306304424349
all,50,repeated_cv,30,0.2609661713390403,0.2685780588533282
all,50,repeated_cv,37,0.0203786634796974,-0.3186642338652172
all,50,repeated_cv,79,0.5725499820521018,0.3109205260692952
all,50,repeated_cv,77,0.0310990555603558,0.313745832804323
all,50,repeated_cv,70,0.2178247278543124,0.1054852996310067
all,50,repeated_cv,90,0.0616882626795991,-0.5296850509650768
all,50,repeated_cv,41,0.1584253657267353,-0.1654572844727777
all,50,repeated_cv,97,0.1180231932969213,-0.0515937408734952
all,50,repeated_cv,46,0.1995800615416603,-0.0208160884624168
all,50,repeated_cv,34,0.1388347888874377,0.3089348674190306
all,50,repeated_cv,99,0.0809865728703754,0.5962168851051352
all,50,repeated_cv,48,0.3092323872479037,0.2972509557769638
all,50,repeated_cv,33,0.1240282517144688,-0.0442562228233323
all,50,repeated_cv,73,0.2217548196437593,0.1380455271933427
all,50,repeated_cv,74,0.1127146022567706,-0.1596511160563674
all,50,repeated_cv,65,0.2112145813593923,-0.1275350204191827
all,50,repeated_cv,2,0.5669334123735316,0.4493498335647861
all,50,repeated_cv,19,0.0321769795985553,0.1808292196997383
all,50,repeated_cv,62,0.0385649162990965,-0.1577794339637361
all,50,repeated_cv,5,0.1677900973006747,0.1342929648190656
all,50,repeated_cv,10,0.1684159419337254,-0.2659232468161872
all,50,repeated_cv,17,0.1306367000751196,-0.3281650657334223
all,50,repeated_cv,22,0.1224050857020082,-0.2892187743102696
