label,quantile_0.025,quantile_0.975
Weighted-mean ICVF in tract anterior thalamic radiation (right),-0.401654334968414,0.34303609970347726
Weighted-mean ICVF in tract anterior thalamic radiation (left),-0.40635759427959517,0.3463253129812093
Weighted-mean ICVF in tract superior thalamic radiation (right),-0.4065273834531471,0.36417188956355934
Weighted-mean ICVF in tract superior thalamic radiation (left),-0.4011238742619258,0.3585447869571921
Weighted-mean OD in tract superior thalamic radiation (right),-0.4052755858309116,0.3899969965805404
Weighted-mean ICVF in tract superior longitudinal fasciculus (left),-0.41914692896311595,0.35442634706223847
Weighted-mean OD in tract superior thalamic radiation (left),-0.40614476745143324,0.40053247405643244
Weighted-mean FA in tract posterior thalamic radiation (left),-0.39705590830771803,0.353111727959095
Weighted-mean ICVF in tract superior longitudinal fasciculus (right),-0.41233861789944976,0.3522920111691545
Weighted-mean FA in tract inferior fronto-occipital fasciculus (left),-0.4091719907703746,0.34271486789601197
Weighted-mean ICVF in tract forceps minor,-0.3963637906891437,0.33510201611446927
Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right),-0.4257568583780877,0.36606295964507607
Weighted-mean FA in tract inferior longitudinal fasciculus (left),-0.40501380020542344,0.34559854780706745
Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left),-0.4213425012747778,0.3603545550304077
Weighted-mean ICVF in tract uncinate fasciculus (left),-0.39556615763095415,0.3676590034048076
Weighted-mean FA in tract forceps minor,-0.37702449236261854,0.326941091589512
Weighted-mean FA in tract inferior longitudinal fasciculus (right),-0.39475379518394,0.3555029956769626
Weighted-mean FA in tract inferior fronto-occipital fasciculus (right),-0.3923657659425681,0.3479941402663493
Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right),-0.39492268011895365,0.36313569800025297
Weighted-mean ICVF in tract uncinate fasciculus (right),-0.39251617854022053,0.3639854883049447
Weighted-mean FA in tract posterior thalamic radiation (right),-0.39131710498688466,0.3531498944305905
Weighted-mean ICVF in tract inferior longitudinal fasciculus (left),-0.42363864574285776,0.36077463839803303
Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left),-0.3995024463024282,0.36427905585841536
Weighted-mean ICVF in tract posterior thalamic radiation (left),-0.4199176174585432,0.3427845459845935
Weighted-mean ICVF in tract inferior longitudinal fasciculus (right),-0.424372454805491,0.35829281999744717
Weighted-mean FA in tract anterior thalamic radiation (left),-0.37569258095366465,0.341678678168603
Weighted-mean FA in tract superior longitudinal fasciculus (left),-0.4132856480026641,0.3428490172187181
Weighted-mean ICVF in tract posterior thalamic radiation (right),-0.4089099287354492,0.3344641314571433
Weighted-mean FA in tract uncinate fasciculus (left),-0.4058168346407674,0.3755253362917206
Weighted-mean FA in tract superior longitudinal fasciculus (right),-0.41139759539440446,0.34045909491921156
Weighted-mean MO in tract cingulate gyrus part of cingulum (left),-0.30595459933152863,0.32895664226363824
Weighted-mean OD in tract anterior thalamic radiation (right),-0.3713484454219332,0.384214976380023
Weighted-mean FA in tract uncinate fasciculus (right),-0.3839629391713925,0.3609127214151172
Weighted-mean FA in tract anterior thalamic radiation (right),-0.370343994378893,0.3361530541719387
Weighted-mean MO in tract cingulate gyrus part of cingulum (right),-0.3262616918157567,0.3358721066517665
Weighted-mean FA in tract cingulate gyrus part of cingulum (right),-0.3581965480284631,0.3583580655075465
