subset,sample_size,cca_type,i_bootstrap_repetition,corr_learn,corr_val
all,50,repeated_cv,57,0.0094347120922515,0.2648482455789498
all,50,repeated_cv,86,0.1368631709396491,-0.3892237873370161
all,50,repeated_cv,50,0.3865791898349995,0.2186799891121307
all,50,repeated_cv,7,0.0327492186707381,-0.1814783076307713
all,50,repeated_cv,81,0.4550662752735341,0.0087265603598669
all,50,repeated_cv,22,0.3754581251602547,-0.006404325100707
all,50,repeated_cv,9,0.3895986075264499,0.1249667234398526
all,50,repeated_cv,59,0.0337320885862344,-0.1431044701825241
all,50,repeated_cv,88,0.0136590602186315,0.0800932423887652
all,50,repeated_cv,25,0.0281807013791174,0.4716224479885293
all,50,repeated_cv,10,0.0285088096385766,-0.5650251116160523
all,50,repeated_cv,17,0.4319679622944032,-0.0040118628653622
all,50,repeated_cv,19,0.0147524252597863,-0.333168392179426
all,50,repeated_cv,65,0.2383272116560157,0.2655561966091766
all,50,repeated_cv,62,0.1032037639071812,-0.2159400732185201
all,50,repeated_cv,73,0.1428134695581295,-0.3196696059707158
all,50,repeated_cv,74,0.2782272955067641,0.2308108008272267
all,50,repeated_cv,100,0.0181263542430025,0.2065753975551152
all,50,repeated_cv,99,0.6833401145201929,-0.0529909710368265
all,50,repeated_cv,48,0.0888085632208627,0.3399068285965914
all,50,repeated_cv,34,0.1579963774119446,0.3232460478187358
all,50,repeated_cv,33,0.2243226859851106,-0.0847514101527222
all,50,repeated_cv,90,0.0528252989325666,-0.3621533514284129
all,50,repeated_cv,41,0.0879253563701412,-0.5818313587223958
all,50,repeated_cv,97,0.2289689030644268,0.174283447209415
all,50,repeated_cv,46,0.4911058525075376,0.1465172149866411
all,50,repeated_cv,63,0.0054534171349641,-0.0742945140160209
all,50,repeated_cv,18,0.0581786277361173,-0.1359885283826101
all,50,repeated_cv,64,0.0908080185875969,0.1097880113041422
all,50,repeated_cv,16,0.1268082853987505,-0.0512876959949286
all,50,repeated_cv,11,0.1369610029606862,-0.0439637614736934
all,50,repeated_cv,58,0.3779282752741535,0.4501982793632544
all,50,repeated_cv,89,0.0569111640995172,0.2197227688812481
all,50,repeated_cv,24,0.0328413209136284,0.0976835413345877
all,50,repeated_cv,23,0.0202807534815785,0.2252312936408231
all,50,repeated_cv,8,0.2935279954734129,0.5326194957191461
all,50,repeated_cv,51,0.2180549336417598,0.0018424619650789
all,50,repeated_cv,6,0.0112940695838528,-0.2787260430993432
all,50,repeated_cv,80,0.0847323726284965,0.1843702536112856
all,50,repeated_cv,1,0.026908012236203,0.4410334618639346
all,50,repeated_cv,56,0.1405645429797687,0.1659660637774598
all,50,repeated_cv,87,0.2721063739837857,0.2245618645174896
all,50,repeated_cv,96,0.5192447452141074,0.3733394038276858
all,50,repeated_cv,47,0.0515518889976385,0.1528001018536118
all,50,repeated_cv,91,0.2192184870958966,0.0704342548407324
all,50,repeated_cv,40,0.124644076988813,-0.1253206212845625
all,50,repeated_cv,32,0.0180330735219391,-0.3037063558008082
all,50,repeated_cv,98,0.1846183007949489,0.2326043174299703
all,50,repeated_cv,49,0.4852494819753618,0.2838523182615147
all,50,repeated_cv,35,0.121079587085918,-0.0105459364844882
all,50,repeated_cv,75,0.1372717273610408,0.1428806363108121
all,50,repeated_cv,72,0.1131426803611331,0.4873434310322615
all,50,repeated_cv,92,0.1493529710406729,-0.0769924955861822
all,50,repeated_cv,43,0.092129054730782,0.366324033563292
all,50,repeated_cv,95,0.431218710575596,0.2598083432337446
all,50,repeated_cv,44,0.1619509899094819,0.2482867963102504
all,50,repeated_cv,38,0.3640233239128601,0.1168192557299567
all,50,repeated_cv,36,0.0226908041243001,-0.0046758707917726
all,50,repeated_cv,31,0.1877212797069887,0.1644332940522324
all,50,repeated_cv,78,0.0980553186488655,0.070996739895907
all,50,repeated_cv,71,0.2707328065407959,-0.1280034781182207
