label,50,61,75,93,114,140,173,213,262,322,396,487,599,737,907,1116,1372,1688,2077,2555,3142,3865
Weighted-mean MD in tract anterior thalamic radiation (right),-0.2026189552577975,-0.18795059110662543,-0.2052497780993564,-0.2202772617339707,-0.22107333716928423,-0.2497281500214261,-0.2514152021731068,-0.2960229378398383,-0.33223915550584115,-0.4000324970608247,-0.4386179177717701,-0.5181577545626002,-0.5716938247864333,-0.6110888970863846,-0.6309226973708695,-0.6610743619518158,-0.6701025746316696,-0.6884670432973006,-0.6950458996355264,-0.695830262266639,-0.7053219401653531,-0.7134057344469756
Weighted-mean MD in tract anterior thalamic radiation (left),-0.17125660726532987,-0.16468067433384165,-0.19370085249653438,-0.2188526766276741,-0.20877822650398722,-0.249473329117919,-0.25366758315512195,-0.2965896087748305,-0.3247526978195504,-0.39572455193895256,-0.43442722952321255,-0.5155631540132402,-0.5707770754352539,-0.607053572329482,-0.628583811686126,-0.6585140064978644,-0.6676907644051232,-0.6854135600344052,-0.6932440155373237,-0.6949757233442234,-0.704345063998038,-0.7123896226090409
Weighted-mean MD in tract superior thalamic radiation (left),-0.15441878870828107,-0.15001633798709235,-0.1474941796149288,-0.1851632934917903,-0.19771098953585814,-0.22299354992878953,-0.22586732667122086,-0.2812440187217314,-0.3073098929932205,-0.3933263878196176,-0.41720258336862676,-0.4886794591739798,-0.5555384463336146,-0.5880760984469885,-0.6141785397217498,-0.638396840760589,-0.6430559918217692,-0.6639535230479808,-0.6725049038997233,-0.6727166581632703,-0.6808255464192223,-0.688919490043654
Weighted-mean MD in tract superior thalamic radiation (right),-0.13629863659973318,-0.16910913873806618,-0.14956271694606163,-0.17937634085361662,-0.18005504892441607,-0.213417998651419,-0.22415916563682806,-0.273491162847385,-0.30476432150120547,-0.3830901525124949,-0.40570936622451226,-0.47650335885531847,-0.5416356586993494,-0.5728342590812194,-0.6007532785093727,-0.6214221007070582,-0.6289957649342108,-0.6481862412553759,-0.6574938158982099,-0.6574778397989209,-0.6648150152500663,-0.6733529756230608
Weighted-mean MD in tract posterior thalamic radiation (left),-0.11718006234548285,-0.09908717745281996,-0.12928606680508098,-0.14157329590790824,-0.12502163530758317,-0.18496887878045434,-0.19448603326228187,-0.25297255184666506,-0.27142242323532195,-0.3533759766412019,-0.39862460800379723,-0.4672399494296271,-0.5089380160438676,-0.5357839337499641,-0.5571611921028711,-0.58067818850856,-0.5731204469013177,-0.5923854874821375,-0.6034440733947968,-0.608585818471631,-0.61308930328462,-0.6203355387606169
Weighted-mean MD in tract superior longitudinal fasciculus (left),-0.14043920378141717,-0.14683603282450378,-0.13457156029877002,-0.17618768228463183,-0.1952004610467384,-0.2169035174185238,-0.20610889353518658,-0.25415173477839886,-0.27937999695665655,-0.3447798856280015,-0.3711407738735843,-0.4375016240277884,-0.4896196317403368,-0.5184818477500497,-0.5300935023551354,-0.5611465876755458,-0.5596786802457677,-0.579124146239902,-0.5883117765970396,-0.5860373287334825,-0.5931055682600656,-0.6017554296332304
Weighted-mean MD in tract posterior thalamic radiation (right),-0.10991659375164138,-0.11143053334457383,-0.12765308144777002,-0.14746306809697243,-0.16346733418165404,-0.18974084702224958,-0.18246874889946368,-0.25012176084917387,-0.26821829024870364,-0.3400401256268863,-0.3863063490007525,-0.43881105593829534,-0.4876079491771516,-0.511879467308066,-0.5293509146561103,-0.551713691847077,-0.5509556250817504,-0.5669256954226616,-0.5757538684623822,-0.5795778401720205,-0.5817493362719732,-0.58961945863599
Weighted-mean MD in tract superior longitudinal fasciculus (right),-0.13395063658222037,-0.15570776315460125,-0.1298528760081106,-0.18128123471041405,-0.19589435907890812,-0.21206177639245216,-0.2138441149033529,-0.24842307110411743,-0.27123507286181026,-0.3367949016766213,-0.3582387604844016,-0.4251705791045702,-0.4716160816466725,-0.5021743488904393,-0.5156312342315611,-0.5442385566869672,-0.5460876750842089,-0.5631701214610874,-0.5723462068591434,-0.5700225391225642,-0.5774312224857346,-0.5863969130603592
Weighted-mean MD in tract inferior fronto-occipital fasciculus (left),-0.1334797481799759,-0.1538615308233765,-0.14201379080626142,-0.16606235803162256,-0.1676988257583493,-0.2256716941768839,-0.20614353388953474,-0.2504128802466776,-0.2708239862898082,-0.33333106121283784,-0.36144136105189967,-0.4238697362880698,-0.4606110454479721,-0.48984773837611845,-0.4967229881801789,-0.5309505133034021,-0.5265559344352294,-0.5428108134989825,-0.5518820478608649,-0.5543472354722078,-0.5584796898500464,-0.5669152438247026
Weighted-mean MD in tract inferior fronto-occipital fasciculus (right),-0.12788924765777276,-0.17954300014961475,-0.16396309264068562,-0.17655400354101805,-0.1767320744343429,-0.2070583308025221,-0.19486549374964737,-0.24208038902286394,-0.2626523504332327,-0.32753470462437406,-0.34658606487478183,-0.4081245273647719,-0.4434901034092869,-0.46532016437243945,-0.4817364623563295,-0.5104752552960472,-0.509971496906849,-0.5241965280443829,-0.5322164841972331,-0.5313190874218425,-0.5366770621355094,-0.545160061321204
Weighted-mean MD in tract forceps minor,-0.12398684225847584,-0.15579376428916128,-0.12255016423765101,-0.15784625754994638,-0.15644316452361323,-0.19232576677355553,-0.2090052275050908,-0.22644945471985184,-0.2561172650034333,-0.3112316463662917,-0.32516286314341014,-0.38402333853224513,-0.4325472701047456,-0.4572829629565991,-0.47543503813024995,-0.5002693608734495,-0.5049857708797386,-0.5160270415624729,-0.5231186407694834,-0.5203042634726884,-0.5277849529286308,-0.5341352982520218
Weighted-mean MD in tract inferior longitudinal fasciculus (left),-0.12013468576413767,-0.15031052975528675,-0.13708952932107077,-0.1509428315025459,-0.17483051907081712,-0.20722082458792712,-0.18264793320507683,-0.23564196443763286,-0.24359103626846731,-0.3049416711687589,-0.329817626964104,-0.38632823646374176,-0.4167702144570171,-0.4419076159824218,-0.44848829406433205,-0.48032390213663817,-0.47495336540367405,-0.4902230543436052,-0.5009528401206866,-0.5022206986306873,-0.506301849552458,-0.5147104031974048
Weighted-mean MD in tract inferior longitudinal fasciculus (right),-0.10503738552192099,-0.1394805334544417,-0.13830137480394875,-0.15233341733109268,-0.16226432615418657,-0.19453241169636346,-0.17349453564275458,-0.22248386165827913,-0.24614018782176877,-0.29829399341578805,-0.3210757360473504,-0.3678152566478636,-0.40255044009022783,-0.42388563572326293,-0.4347854384491121,-0.4643647747541169,-0.463882302189878,-0.4782804612321293,-0.4874958145911885,-0.4894807487670232,-0.4923821193325071,-0.5010295712555497
Weighted-mean ISOVF in tract anterior thalamic radiation (left),-0.08677321190025283,-0.08197460848603319,-0.12055389878661872,-0.12119202169934919,-0.1475772351068615,-0.12438260498694281,-0.15740420160295684,-0.18168618653783852,-0.21847195949158002,-0.24310057675152602,-0.2697634069596801,-0.3521293323398812,-0.37278366489176873,-0.40028290954375556,-0.42133614491198856,-0.4312555361251507,-0.43876075260638425,-0.4465555685046156,-0.45290614133125273,-0.455683246912982,-0.45963483554063395,-0.4652767978786575
Weighted-mean ISOVF in tract posterior thalamic radiation (left),-0.0634504746606503,-0.0033093540353206336,-0.082025830800002,-0.07620726061269767,-0.05823446190871949,-0.09352426922751085,-0.10974537836510867,-0.17293567462702672,-0.17053965454326586,-0.2576667270475685,-0.28627369766874905,-0.36258835109794596,-0.3746458316144454,-0.39739503648502156,-0.42878095700499874,-0.4345812683927743,-0.4250565789644233,-0.4416187136031502,-0.45129634307849875,-0.4568596343314216,-0.45860854632003767,-0.46259960111914494
Weighted-mean MD in tract uncinate fasciculus (right),-0.11242924937356219,-0.14550792977170762,-0.1268411717426131,-0.1428421066694338,-0.15803978773998048,-0.17733724511541882,-0.15747602623430879,-0.19344885993911742,-0.2102255927702861,-0.2772842761836412,-0.29118861761724274,-0.3478329035048909,-0.356142799927771,-0.38334586570590223,-0.4024315885206595,-0.4292164872267225,-0.4338624476298796,-0.4352867685664453,-0.4451515433838009,-0.4410485448187458,-0.4439534041866686,-0.4486593328869739
Weighted-mean MD in tract corticospinal tract (right),-0.09729746451489062,-0.12143349817690138,-0.13150247790651232,-0.13494971560964275,-0.15077381949066215,-0.17548449528669116,-0.15085527352018227,-0.17739681362806656,-0.22603308017508858,-0.2598161820705826,-0.28442396160205036,-0.3185180607707511,-0.3619589310889797,-0.3803134717119006,-0.4075551444936379,-0.4095751378444932,-0.42116895128065296,-0.4285610406741314,-0.4362703731804865,-0.4353685236454908,-0.43937805131231905,-0.4414211985950358
Weighted-mean ISOVF in tract anterior thalamic radiation (right),-0.08891513953993443,-0.08691337302797673,-0.13112610503880764,-0.11221074041126725,-0.1435823325944009,-0.10802263522405628,-0.14538456825787585,-0.17195593863609573,-0.2147619961319917,-0.233684241886524,-0.2560120006886448,-0.33490481799216376,-0.3547588290685435,-0.3796650861279568,-0.402302783586224,-0.40607906133549326,-0.4133237536789013,-0.4256151298416204,-0.4296788712373916,-0.4305716342160239,-0.43413964074860273,-0.44058640282638356
Weighted-mean MD in tract uncinate fasciculus (left),-0.11029274770276261,-0.1285371738339189,-0.1371404213762805,-0.1274992471491927,-0.12763558693807273,-0.16774216179711604,-0.15366156078782928,-0.18086074084984122,-0.20587910052118302,-0.2628412210477076,-0.2776153789238299,-0.3379550003762544,-0.33543680714474156,-0.3684749433525073,-0.38399632942725,-0.41196557174270043,-0.4077797682919691,-0.40470383188301773,-0.4205277240200854,-0.4181435090696751,-0.41953671942647247,-0.4246246483616509
