label,50,61,75,93,114,140,173,213,262,322,396,487,599,737,907,1116,1372,1688,2077,2555,3142,3865,4755,5848,7194,8849,10884,13388,16468,20257
Weighted-mean MD in tract anterior thalamic radiation (left),-0.14704048997406846,-0.17410253589331476,-0.1514125591221415,-0.16812327441366462,-0.1974365777481325,-0.20763398361634683,-0.21557478727238397,-0.29603306354886383,-0.3585602012236916,-0.3920153865256238,-0.46447852800744194,-0.48743554510031095,-0.5739061158556332,-0.5918762870361945,-0.6144251804335769,-0.6380513918036613,-0.6438560530009684,-0.6630566159773168,-0.6684359970903521,-0.6846405466410629,-0.6893416538919955,-0.6913450112694117,-0.6923058103192453,-0.6955206865086849,-0.6965778752045009,-0.6965735188423092,-0.6975643013344971,-0.6993484522793654,-0.7007950081204918,-0.7003135774634466
Weighted-mean MD in tract anterior thalamic radiation (right),-0.18455137313379605,-0.1934825102911743,-0.16529148277317302,-0.17490299079044389,-0.2090798160278402,-0.21010526297879037,-0.2243109210765485,-0.30340773330557386,-0.3588146244884638,-0.3941296587163656,-0.4657294138013317,-0.48791485669036716,-0.5725931629782062,-0.5879687704747851,-0.609074540634236,-0.6373342308673133,-0.6399262056596694,-0.660251093833204,-0.666069810299266,-0.6832553203854264,-0.6860450519617668,-0.6880901702417248,-0.6886097857812359,-0.6923319005720522,-0.6930829455920834,-0.6937956143579792,-0.6947990397780356,-0.6961620842271279,-0.6974951446319279,-0.6969995269333685
Weighted-mean MD in tract superior thalamic radiation (left),-0.12314457816862417,-0.11785396132488854,-0.11727621472115628,-0.12012616793550122,-0.17455945468919065,-0.1943989719136724,-0.19566855769784802,-0.27538589223249205,-0.3284917316752697,-0.33705244040009746,-0.4004359193397432,-0.4215768499519654,-0.499842998840852,-0.5205977757854535,-0.5276028430788291,-0.5540461304117698,-0.5624730424337445,-0.5857953061973584,-0.5957422350498279,-0.6020526279601972,-0.6073747900552351,-0.606932964929868,-0.6132977936832579,-0.6168320400396976,-0.6200269547264504,-0.6184300326922482,-0.6198924523291136,-0.6203867843488312,-0.6210413476650932,-0.6211162647221095
Weighted-mean MD in tract superior thalamic radiation (right),-0.12966826712526036,-0.12620880592817793,-0.10529582541175486,-0.13192922875587076,-0.17381268257388022,-0.1923458837639784,-0.20338345341465885,-0.2678909437312635,-0.32051698561377256,-0.32958970859346837,-0.40065436953256944,-0.420473285978395,-0.49100535936501183,-0.5071782435708951,-0.517494276371274,-0.545717963884132,-0.5488292085894613,-0.5749089629281294,-0.5832974656702685,-0.594214468484013,-0.5970582710944229,-0.5972553512946569,-0.6038838638616094,-0.6061311414166517,-0.6092428799019316,-0.6076917735235242,-0.6089931808911838,-0.6098128751980864,-0.610655266006798,-0.6105213483917219
Weighted-mean MD in tract superior longitudinal fasciculus (left),-0.11081251522727749,-0.13223118255417815,-0.12320571939535385,-0.11754651763530406,-0.1703844797871939,-0.16945817687380504,-0.18306720186414505,-0.26539081376029516,-0.31215277764810423,-0.3181254011060226,-0.37853930007401454,-0.38844411690155317,-0.47540249032592796,-0.48663946880472814,-0.49875369822775634,-0.5275735896907596,-0.5310648028423732,-0.5518377709264204,-0.5557539035701328,-0.5662507316645382,-0.5743064596123254,-0.5733455801386779,-0.5797225943699742,-0.5833924555020282,-0.5838658249656947,-0.5851410266457602,-0.585103687959996,-0.5864305319403339,-0.586012151454958,-0.5868106513650835
Weighted-mean MD in tract superior longitudinal fasciculus (right),-0.09992860551803986,-0.14576127614142578,-0.11960640912622393,-0.11768357756738167,-0.17173344802439694,-0.1712066362182817,-0.19242697451342775,-0.25161691724637764,-0.3022221653646999,-0.30959497752864,-0.3756058472224161,-0.3786365210932036,-0.4637492702722822,-0.4751135701921547,-0.4894200728216617,-0.5195474950951653,-0.5212923356449576,-0.5429455318905292,-0.5477293173460421,-0.5569362208821067,-0.5635818462625782,-0.5626264169084916,-0.5703430436574201,-0.5737489063556865,-0.5756258948149164,-0.5754050547947684,-0.5752137640116246,-0.5770412255924326,-0.5763822319325976,-0.5771853757119184
Weighted-mean MD in tract posterior thalamic radiation (left),-0.10542716019471463,-0.12182851935215781,-0.08417999530317792,-0.11916704349142916,-0.15184875077328772,-0.16045357257805368,-0.15450610274893395,-0.25667294118690515,-0.31919063903969325,-0.32140533549534817,-0.3608542472953754,-0.3800483715493003,-0.4799678722774155,-0.4976862099068029,-0.5053745115001994,-0.5196494769033285,-0.5468727592950648,-0.5446827339401874,-0.5585971741795192,-0.560553764993712,-0.5653126366858323,-0.5665441138521229,-0.5722955076333294,-0.5713799122157436,-0.5741961453041678,-0.5762753887661016,-0.5748100792302379,-0.5761354523067671,-0.5755969028448171,-0.5764398629550366
Weighted-mean MD in tract inferior fronto-occipital fasciculus (left),-0.12789086986424444,-0.14722718320107786,-0.11940148254438443,-0.10180675624752648,-0.1661283776749421,-0.17379957420791708,-0.1710309592391875,-0.2637506676680706,-0.312994330132562,-0.30928836198602966,-0.3735834917380936,-0.3747501733922994,-0.47197351853290576,-0.47709784680512746,-0.49481442590447905,-0.5179715199087901,-0.5219929049078348,-0.5374538199806344,-0.5392623667416926,-0.5518500313011102,-0.5573457328236594,-0.5566762938362201,-0.5631415316167214,-0.5642518566673379,-0.5645188629357752,-0.566244167251632,-0.5656953837818081,-0.5672341368373492,-0.5668188008582421,-0.5677807907282784
Weighted-mean MD in tract inferior fronto-occipital fasciculus (right),-0.10395426461683087,-0.15277984460360963,-0.1294502040383388,-0.11607856219841726,-0.1814888605228542,-0.1619243210488827,-0.17843953032562612,-0.2625687109070136,-0.3043219417621493,-0.30579435478440387,-0.3752256278593053,-0.3731057510712923,-0.46665198479925357,-0.4691491472290111,-0.48604551839595106,-0.5144928633443865,-0.5193312366334625,-0.533612175282783,-0.5371608309611896,-0.5517030700683452,-0.5530352420510828,-0.5536537630426943,-0.5598296104091944,-0.5611338525591206,-0.5610520421512679,-0.562319415418946,-0.5622529908201787,-0.5646164204961505,-0.5639002271308942,-0.5647439529781804
