label,50,61,75,93,114,140,173,213,262,322,396,487,599,737,907,1116,1372,1688,2077,2555,3142
[Reaction time] Mean time to correctly identify matches,0.31949986917944,0.26578515623945353,0.22689792078432328,0.22319149879737454,0.21831776603527311,0.24351083852068886,0.24098208123499384,0.24796554484264094,0.23810302106661782,0.22824471654809456,0.21514957131521814,0.17241941440801162,0.13319945222080723,0.11928033946123784,0.10113976264959729,0.07717038045561123,0.06687512838793726,0.06228327870353634,0.05291019533343779,0.04540927653912293,0.03973394280685201
[Reaction time] Duration to first press of snap-button in each round (mean12),0.32437360526997167,0.27667863363964773,0.2273081503962454,0.22301706337334748,0.21652578132826764,0.23865863745511706,0.24839782462103246,0.2537534481852002,0.24154911627714856,0.2234620123360516,0.21360979608412434,0.18084570966970623,0.13504802359381302,0.12185646685462097,0.10109928388330486,0.0782434309734737,0.06741419196407439,0.06186685168032907,0.05352077119017328,0.04490877766849742,0.04125262111783555
[Trail making] Interval between previous point and current one in numeric path (trail #1) (mean25),0.23685918164455683,0.26048597661420625,0.2140230976766011,0.2531318892226849,0.2505373002802108,0.2704267606924361,0.24970258122428773,0.24617580892122085,0.2785302904727425,0.23720179776340594,0.1904516848456771,0.20184515970286473,0.15735461615286608,0.13139571233872457,0.08693529078704151,0.08666109734774793,0.06802964298388593,0.06418210675822313,0.04918626123250179,0.041517943705995645,0.03354010982499205
[Trail making] Interval between previous point and current one in alphanumeric path (trail #2) (mean25),0.27868562234828104,0.25132267774858286,0.2481932086089355,0.25356499230789376,0.25227581707633856,0.2566646742175021,0.24631435959456588,0.242092277188893,0.25163495742470343,0.25076752958473064,0.2111068422540579,0.20564871492565773,0.1489042713980227,0.12334248572584884,0.08449025412985456,0.08580196727642625,0.0675335273802764,0.06632712344442186,0.04758996305467802,0.04944725080681735,0.03744714432533769
[Trail making] Duration to complete numeric path (trail #1),0.24562974750349165,0.2747865876282882,0.21054218592614946,0.2510808009309688,0.2440608938915586,0.26296825232385895,0.2412097066072403,0.2452200745386283,0.2690395809009848,0.24111154909578628,0.19148008917742898,0.2023264254623728,0.1676633885694468,0.14965127665927455,0.0980123042430356,0.09240125580060916,0.08287345120815302,0.07713688599417581,0.06553913924760058,0.05593801907271205,0.044529142436616063
[Trail making] Interval between previous point and current one in numeric path (trail #1) (std25),0.22774417357321394,0.24782602303313517,0.21747967886935973,0.25066645449153246,0.23324259045695891,0.2677347821997527,0.22626727418311793,0.23396252115169555,0.2375314777674504,0.21382300619292388,0.17254218045398353,0.18805466537321353,0.14423527196138125,0.1314693912076584,0.08961027294581402,0.09541941775329596,0.07478778919893417,0.06828122812733689,0.05523013687043067,0.049294031071939665,0.03983979965518583
[Trail making] Interval between previous point and current one in alphanumeric path (trail #2) (std25),0.2556328205542275,0.24611007852313097,0.2523382549679788,0.22749048522093823,0.23555152654934883,0.24436783349951743,0.2318117187953301,0.23765588375666732,0.23470171169331358,0.24170954817003026,0.2134389678651396,0.19843820652495625,0.1570477084518409,0.13301014400507993,0.0979683351507779,0.09777195513372068,0.08303377818580313,0.07442986476783123,0.057388644447466566,0.05762379100134026,0.04341290375146717
[Numeric memory] Time last key touched (mean16),0.2706941072316313,0.22744940859769028,0.25250363833540956,0.2533185337493421,0.225529041544688,0.26061223351260954,0.2385331926005846,0.21020889356692274,0.22085669159504073,0.1913590095165992,0.2265602095445798,0.16807457024135222,0.14575688371706344,0.12778475251657073,0.1101056280440672,0.08674584514313192,0.08505120714816772,0.07617241229685606,0.05712150102795117,0.05751044992139259,0.047772158154648255
[Pairs matching] Time to complete round (std3),0.3272260060382489,0.2885781855961615,0.23899137972555246,0.21854385013160033,0.24735515804773286,0.23712910506393162,0.22205801954995297,0.2046256529919154,0.19204907065338103,0.20599340861976193,0.16773776191732695,0.16410593856986452,0.15173292897441598,0.1376400433614744,0.12585134345504087,0.09477262374219676,0.08556015462662736,0.07717186423543174,0.06201030401832753,0.058874633268966095,0.045332296677329124
