subset,sample_size,cca_type,i_bootstrap_repetition,corr_learn,corr_val
all,50,repeated_cv,1,0.0029877527270272,0.1366798166077091
all,50,repeated_cv,2,0.4726553487003411,-0.1578605694770001
all,50,repeated_cv,3,0.293636088060637,0.2605031758763949
all,50,repeated_cv,4,0.2331327850800328,0.1926948891057844
all,50,repeated_cv,5,0.5428037964080226,-0.1028364251320061
all,50,repeated_cv,6,0.1549079282429571,0.05942814164474
all,50,repeated_cv,7,0.0090280929302182,-0.0012929343832746
all,50,repeated_cv,8,0.2108349553199477,0.1735314358567139
all,50,repeated_cv,9,0.1184430675497698,-0.0899401129779573
all,50,repeated_cv,10,0.0267030738589451,0.0912744507096277
all,50,repeated_cv,11,0.8380514998270605,0.1887720219542432
all,50,repeated_cv,12,0.001141274145646,-0.4378987378678598
all,50,repeated_cv,13,0.1358186806535113,0.0729512207793334
all,50,repeated_cv,14,0.064183812258695,0.023548053861492
all,50,repeated_cv,15,0.0279528842507932,0.1357395130036799
all,50,repeated_cv,16,0.4077866015743354,0.0095057715744208
all,50,repeated_cv,17,0.0155751175766103,0.2523127505672786
all,50,repeated_cv,18,0.4157753854876649,0.035558884395949
all,50,repeated_cv,19,0.0673630989835738,0.0609628069428327
all,50,repeated_cv,20,0.1179466376111011,0.3832301567327476
all,50,repeated_cv,21,0.1799744392824386,-0.0357766694292422
all,50,repeated_cv,22,0.0392326573591115,0.0255185872749553
all,50,repeated_cv,23,0.1082392315969038,-0.2105123939002262
all,50,repeated_cv,24,0.3195021001394211,-0.1580387091167767
all,50,repeated_cv,25,0.0259275529368731,0.1211608515641481
all,50,repeated_cv,26,0.0990272134230947,0.0686089729374533
all,50,repeated_cv,27,0.3234469827484463,-0.1521843010734577
all,50,repeated_cv,28,0.3861529077475775,-0.0236698169652966
all,50,repeated_cv,29,0.6302298680605973,-0.0329569819709913
all,50,repeated_cv,30,0.1879898249438791,0.1368560119062454
all,50,repeated_cv,31,0.003714532985902,0.2248318467505199
all,50,repeated_cv,32,0.3607394245970953,0.002738140002588
all,50,repeated_cv,33,0.0587801121339345,0.0837921352604944
all,50,repeated_cv,34,0.0651939759323181,-0.1070687673255819
all,50,repeated_cv,35,0.2146592185609734,0.051662791791545
all,50,repeated_cv,36,0.07947463922855,-0.2968847000556269
all,50,repeated_cv,37,0.0372730246204249,-0.1172523956605231
all,50,repeated_cv,38,0.3104279317265925,0.3572769579161901
all,50,repeated_cv,39,0.1672532337161674,-0.0883496043645494
all,50,repeated_cv,40,0.4243550353434338,-0.2912720985211496
all,50,repeated_cv,41,0.0630076267794405,0.1768704639403439
all,50,repeated_cv,42,0.2241923385032842,-0.3232199107911491
all,50,repeated_cv,43,0.3227883460894776,0.2619739662680813
all,50,repeated_cv,44,0.0648744353569922,0.1514833312383376
all,50,repeated_cv,45,0.1400096489776945,-0.1808347376062901
all,50,repeated_cv,46,0.4644530022940015,0.1066635246858505
all,50,repeated_cv,47,0.2023225150977949,0.0331423113494295
all,50,repeated_cv,48,0.2524594964518825,-0.0781588834410557
all,50,repeated_cv,49,0.6451329511635804,0.6292193062394377
all,50,repeated_cv,50,0.0997885212204081,0.0077222046697951
all,50,repeated_cv,51,0.3560392652484713,0.2870927789268971
all,50,repeated_cv,52,0.013466897547401,0.1384825016859769
all,50,repeated_cv,53,0.0337359820699396,0.3301613987885272
all,50,repeated_cv,54,0.1962730744971006,-0.0610966413102471
all,50,repeated_cv,55,0.058656833160819,0.2961723384426958
all,50,repeated_cv,56,0.1680812359209125,0.0583741764287786
all,50,repeated_cv,57,0.0210882795181751,0.093195568339746
all,50,repeated_cv,58,0.0361537516603993,0.3488990703790846
all,50,repeated_cv,59,0.4392034931041428,0.4066362988817236
all,50,repeated_cv,60,0.0643805060028324,0.0579185399391963
all,50,repeated_cv,61,0.371213677093684,-0.0296882449967774
all,50,repeated_cv,62,0.2096849701690272,0.1471907913470417
all,50,repeated_cv,63,0.1310333553707059,0.2032848457383127
all,50,repeated_cv,64,0.1949581196063832,0.0469070482772364
all,50,repeated_cv,65,0.4233847779455875,0.0029827839457405
all,50,repeated_cv,66,0.2360069806408757,-0.212790123467728
all,50,repeated_cv,67,0.1402957046759707,-0.0556323448339329
all,50,repeated_cv,68,0.0751116541991518,0.1190005307451644
all,50,repeated_cv,69,0.0917534437235199,-0.0080565764176048
all,50,repeated_cv,70,0.1181160585764038,-0.179034211301615
all,50,repeated_cv,71,0.2428142670694963,0.1614074098414564
all,50,repeated_cv,72,0.2941150976640395,-0.0549881161612755
all,50,repeated_cv,73,0.1036432571859911,-0.0410061926858097
all,50,repeated_cv,74,0.2959197837434208,0.136685299930275
all,50,repeated_cv,75,0.1949770360595186,-0.2850702512446365
all,50,repeated_cv,76,0.0697711826979853,0.0196765771061691
all,50,repeated_cv,77,0.0204613124004837,0.0851575399370228
all,50,repeated_cv,78,0.3036364302727852,-0.217226440992875
